t,p,n,nu_0,mu,gamma,no_edges,bic value,Precision_1,Precision_2,Precision_3,precision_avg,Recall_1,Recall_2,Recall_3,recall_avg,F1_1,F1_2,F1_3,F1_avg,Time(sec),mask_diag
3,65,1000,0.0001,2.0729217795953697e-05,1,6138.0,175747.94603630493,0.24760892667375134,0.2698412698412698,0.298936170212766,0.27211606510969566,0.9748953974895398,0.9659090909090909,0.9756944444444444,0.9721871049304678,0.3949152542372881,0.4218362282878411,0.45765472312703587,0.4252142659662704,2.391496181488037,True
3,65,1000,0.0001,2.327202478960412e-05,1,6133.0,175629.92009545147,0.2478723404255319,0.2698412698412698,0.2992545260915868,0.2723087818696884,0.9748953974895398,0.9659090909090909,0.9756944444444444,0.9721871049304678,0.3952502120441052,0.4218362282878411,0.4580277098614507,0.4254495159059475,2.449608325958252,True
3,65,1000,0.0001,2.6126752255633263e-05,1,6131.0,175582.71218860633,0.2478723404255319,0.2698412698412698,0.2992545260915868,0.2723087818696884,0.9748953974895398,0.9659090909090909,0.9756944444444444,0.9721871049304678,0.3952502120441052,0.4218362282878411,0.4580277098614507,0.4254495159059475,2.437605142593384,True
3,65,1000,0.0001,2.9331662783900483e-05,1,6125.0,175441.06160258618,0.24813631522896698,0.2698412698412698,0.2995735607675906,0.27250177179305457,0.9748953974895398,0.9659090909090909,0.9756944444444444,0.9721871049304678,0.3955857385398981,0.4218362282878411,0.45840130505709625,0.4256850262939386,2.432304859161377,True
3,65,1000,0.0001,3.292971255097148e-05,1,6121.0,175346.64248635015,0.2484008528784648,0.2698412698412698,0.2995735607675906,0.27259836937256293,0.9748953974895398,0.9659090909090909,0.9756944444444444,0.9721871049304678,0.3959218351741716,0.4218362282878411,0.45840130505709625,0.4258028792912514,2.3735663890838623,True
3,65,1000,0.0001,3.696912707195032e-05,1,6107.0,175016.17745275167,0.24786324786324787,0.27070063694267515,0.2983957219251337,0.27230714539637396,0.9707112970711297,0.9659090909090909,0.96875,0.9683944374209861,0.3948936170212766,0.4228855721393035,0.4562551103843009,0.4250832408435072,2.461953639984131,True
3,65,1000,0.0001,4.150404757850472e-05,1,6102.0,174898.1491607651,0.24786324786324787,0.27070063694267515,0.2983957219251337,0.27230714539637396,0.9707112970711297,0.9659090909090909,0.96875,0.9683944374209861,0.3948936170212766,0.4228855721393035,0.4562551103843009,0.4250832408435072,2.435248374938965,True
3,65,1000,0.0001,4.659525668664687e-05,1,6096.0,174756.53317266086,0.24812834224598931,0.27070063694267515,0.29689174705251875,0.27188612099644127,0.9707112970711297,0.9659090909090909,0.9618055555555556,0.965865992414665,0.39522998296422485,0.4228855721393035,0.45372645372645376,0.42432657595112466,2.5227127075195312,True
3,65,1000,0.0001,5.231099308056258e-05,1,6085.0,174496.8858707501,0.24812834224598931,0.2691489361702128,0.2960172228202368,0.2710413694721826,0.9707112970711297,0.9583333333333334,0.9548611111111112,0.9608091024020228,0.39522998296422485,0.4202657807308971,0.45193097781429736,0.42280945757997224,2.4349801540374756,True
3,65,1000,0.0001,5.8727866131894886e-05,1,6077.0,174308.04729421425,0.24866023579849947,0.26943556975505856,0.296655879180151,0.27152554483744196,0.9707112970711297,0.9583333333333334,0.9548611111111112,0.9608091024020228,0.3959044368600683,0.4206151288445553,0.45267489711934156,0.4233983286908078,2.4036004543304443,True
3,65,1000,0.0001,6.593188271333541e-05,1,6062.0,173953.95585371047,0.24946236559139784,0.2700106723585913,0.2972972972972973,0.2722063037249284,0.9707112970711297,0.9583333333333334,0.9548611111111112,0.9608091024020228,0.39692044482463645,0.421315570358035,0.4534212695795548,0.424225509349707,2.4293131828308105,True
3,65,1000,0.0001,7.401959996915652e-05,1,6058.0,173859.52677665697,0.24946236559139784,0.2698072805139186,0.2972972972972973,0.27214055216923627,0.9707112970711297,0.9545454545454546,0.9548611111111112,0.9595448798988622,0.39692044482463645,0.42070116861435725,0.4534212695795548,0.42402234636871505,2.4393858909606934,True
3,65,1000,0.0001,8.309941949353386e-05,1,6051.0,173694.28637934435,0.24919093851132687,0.2698072805139186,0.2979414951245937,0.27227011494252873,0.9665271966527197,0.9545454545454546,0.9548611111111112,0.9582806573957017,0.39622641509433965,0.42070116861435725,0.4541701073492981,0.4240559440559441,2.474045515060425,True
3,65,1000,0.0001,9.329304026284696e-05,1,6036.0,173340.2096562816,0.24783549783549783,0.2706766917293233,0.29782608695652174,0.27207207207207207,0.9581589958158996,0.9545454545454546,0.9513888888888888,0.95448798988622,0.39380911435941535,0.42175732217573225,0.45364238410596025,0.42344363432417276,2.411710262298584,True
3,65,1000,0.0001,0.00010473708979594508,1,6027.0,173127.75527231427,0.24837310195227766,0.2706766917293233,0.2984749455337691,0.2724648141465175,0.9581589958158996,0.9545454545454546,0.9513888888888888,0.95448798988622,0.39448751076658056,0.42175732217573225,0.4543946932006633,0.42391914654688373,2.4375154972076416,True
3,65,1000,0.0001,0.00011758495540521582,1,6018.0,172915.2804203948,0.247557003257329,0.2706766917293233,0.2984749455337691,0.27220216606498193,0.9539748953974896,0.9545454545454546,0.9513888888888888,0.9532237673830595,0.3931034482758621,0.42175732217573225,0.4543946932006633,0.42347655153046887,2.382655382156372,True
